PMID,Sentence,label
34012796,"A high-performance nomogram was established on the risk factors for PTE in patients undergoing
 lung cancer surgery, and the nomogram could be used to provide an individual risk assessment and 
guide prophylaxis decisions for patients.",Compound Sentence
37397379,"Armenia has more than double the global lung cancer incidence, and over 80% of lung cancer is diagnosed at stages III or IV.",Compound Sentence
35124582,"Neutron doses (ND) of organ or tissue (N⁢DT) were determined in these phantoms using paired TLDs
 approach, and the risks of incurring fatal secondary malignancies, maximum statistical
 and total errors were estimated",Compound Sentence
39324002,"Osimertinib, a third-generation EGFR tyrosine kinase inhibitor, prolongs survival in NSCLC patients
 with EGFR mutations, but resistance is inevitable, requiring further investigation.",Compound Sentence
37188297,"Myocardial metastasis might reflect poor prognosis due to serious arrhythmia or other complications,
 and early diagnosis with appropriate treatment is necessary
 to manage cardiac metastasis before symptoms develop",Compound Sentence
38436657,"Stigma and discrimination contribute to sleep disruption in lung cancer patients, and this disruption, in turn,
 increases psychological distress and physical symptom burden.",Compound Sentence
33709781,"A scorecard with a score below 3 suggested extrapleural tumor metastasis in newly
 diagnosed lung cancer patients, and the serum tumor marker-derived model is a convenient
 and fast approach for extrapleural cavity metastasis assessment",Compound Sentence
36828167,"In this work, we found that miR-151a-5p was highly expressed in serum of lung cancer patients, 
and up-regulation of miR-151a-5p and down-regulation of Nedd4-binding partner-1 (N4BP1) 
were observed in lung cancer cell lines",Compound Sentence
37914179,"Patients with ARD were more likely to be diagnosed with stage 1 lung cancer and with smaller tumour size,
 and notably, lung cancer patients with ARD had a significantly prolonged median overall survival.",Compound Sentence
35567378,"The 3-month mortality was 19%, and no socioeconomic characteristic was
 associated with early mortality",Compound Sentence
34354590,"Overall survival was the most important attribute influencing patient preferences, and adverse events
 such as diarrhea, nausea, rash, and bone marrow suppression followed in significance.",Compound Sentence
38409084,"The developed dynamic nomogram offers an accurate and convenient tool for predicting the
 risk of symptomatic pneumonitis in patients with lung cancer undergoing thoracic radiation, 
and its predictive performance was validated using a bootstrapped concordance index of 0.89.",Compound Sentence
32953523,"Regarding radiological characteristics, patients with a single lesion accounted for 17% in
 COVID-19 and 89% in lung cancer (P<0.0001), and most lesions were peripherally found in 
both groups",Compound Sentence
39900110,"Lung cancer is the leading cause of cancer-related mortality worldwide,
 and identifying disease-modifying risk factors is critical, with increasing recognition of the impact of sleep quality/sleep disorders.",Compound Sentence
32397172,"The sensitivity of DWI for lung cancer was 92%, and this result shows
 that DWI is valuable for the evaluation of lung cancer.",Compound Sentence
38616694,"This study aims to use different databases to find effective miRNAs and their role in different genes in lung and tuberculosis diseases, while it also aims to determine the role of miR-34a and miR-182 in lung cancer and tuberculosis.",Compound Sentence
36723786,"ATO combined with (125)I seed significantly inhibited tumor growth and proliferation, 
and it also promoted apoptosis, decreased the Ki-67 index,
 and reduced microvessel density in lung cancer xenograft mice.",Compound Sentence
37611495,"Immunotherapy is one of the core therapies for NSCLC, 
and it can significantly improve the prognosis of patients with advanced disease.",Compound Sentence
38817653,"Multi-omics analysis has become a key research direction in small-cell lung cancer, 
and it helps uncover disease mechanisms and potential therapeutic targets.",Compound Sentence
32603182,"At 15 years since quitting, the percentage of excess risk for lung cancer remains high,
 and it only marginally declines at time points afterward.",Compound Sentence
39435580,"Next-generation phenomics integrates high-throughput phenotypic data with multiomics approaches,
 and it leverages AI to capture dynamic phenotypic variations across different biological levels",Compound Sentence
33722708,"CAT3 lesions are uncommon, and eliminating the 6-month CT would potentially increase lung
 cancer-specific deaths by 0.6% of all patients with CAT3.",Compound Sentence
35047506,"Immune checkpoint inhibitor therapy has induced tumor remission in advanced 
lung cancer patients, but its effectiveness is limited due to immunological nonresponse and resistance",Compound Sentence
32880653,"We concluded that CK-SBRT is effective and well tolerated for T1N0M0 lung cancer in patients 
with severe pulmonary dysfunction, and it should be further evaluated with a larger cohort and 
longer follow-up periods",Compound Sentence
34398974,"The incidence of lung cancer in never smokers has shown a declining trend in men, and since passive smoking exposure among women has continued, their incidence rates remain unchanged.",Compound Sentence
34819257,This study showed that a home-based walking exercise intervention was feasible and acceptable; patients perceived benefits and became more active and confident about their future exercise plans,Compound Sentence
34657234,"Northern Ireland had the lowest incidence of lung cancer in the UK, but its overall rate was still 40%
 higher than that observed in the Republic of Ireland.",Compound Sentence
34164286,"LDCT detected lung cancer in a significant proportion of young, female, and non-smokers in China, while also revealing a higher proportion of adenocarcinoma, a lower proportion of squamous cell carcinoma, and a higher proportion of early-stage 0/I disease among LDCT-detected lung cancer cases.",Compound Sentence
38601435,"At present, several studies have reported on protocols of lung cancer organoids (LCOs) generation,
 and using LCOs can provide novel insight into the basic and translational research of lung cancer.",Compound Sentence
